,Unnamed: 0,Name,Language,Original,Transcription,Score
242,242,Lea,French,It was a really good Monday for being a Saturday.,It was a really good monday for being.,12
243,243,Lea,French,I ate a sock because people on the Internet told me to.,I hate a sock because people on the Internet told me to.,1
244,244,Lea,French,I would be delighted if the sea were full of cucumber juice.,I would be delighted if thus he were full of cucumber juice.,4
245,245,Lea,French,He felt that dining on the bridge brought romance to his relationship with his cat.,He felt that dining on the bridge brought romance to his relationship with his cat.,0
246,246,Lea,French,There are few things better in life than a slice of pie.,There are a few things better in life than us lives of by.,10
247,247,Lea,French,A purple pig and a green donkey flew a kite in the middle of the night and ended up sunburnt.,The purple pig and the green in the middle of the night and.,43
248,248,Lea,French,"She saw the brake lights, but not in time.","She saw the brake lights, but not in time.",0
249,249,Lea,French,Please wait outside of the house.,Please wait outside of the house.,0
250,250,Lea,French,Truth in advertising and dinosaurs with skateboards have much in common.,Truth in advertising on the dinosaurs with skateboards have much in common.,5
251,251,Lea,French,"There were white out conditions in the town, subsequently, the roads were impassable.","There were white out conditions in that town, subsequently the roads were impossible.",5
252,252,Lea,French,I thought red would have felt warmer in summer but I didn't think about the equator.,I thought red would have felt for marines um er but I didn't think about the equator.,8
253,253,Lea,French,The toy brought back fond memories of being lost in the rain forest.,The toy brought back fond memories of being lost in the rain forest.,0
254,254,Lea,French,Nobody has encountered an explosive daisy and lived to tell the tale.,Nobody has encountered an explosive daisy and lived to tell the tale.,0
255,255,Lea,French,"After exploring the abandoned building, he started to believe in ghosts.","After exploring the abandoned building, he started to believe in ghosts.",0
256,256,Lea,French,The truth is that you pay for your lifestyle in hours.,The truth is that you pay for real lifestyle in hours.,4
257,257,Lea,French,The father died during childbirth.,The father died during childbirth.,0
258,258,Lea,French,Imagine his surprise when he discovered that the safe was full of pudding.,Imagine his surprise when he discovered that the safe was full of pudding.,0
259,259,Lea,French,A song can make or ruin a person’s day if they let it get to them.,Person can make all ruin a person's day if they let it get to them.,8
260,260,Lea,French,She had a difficult time owning up to her own crazy self.,She had a difficult time owning up to her own crazy self.,0
261,261,Lea,French,He dreamed of leaving his law firm to open a portable dog wash.,He dreamed of living his love firm to open a portable dog welsh.,7
262,262,Lea,French,I'd always thought lightning was something only I could see.,I'd always thought lightning was something only I could see.,0
263,263,Lea,French,Everyone was curious about the large white blimp that appeared overnight.,Everyone was curious about the large white blimp that appeared overnight.,0
264,264,Lea,French,The clouds formed beautiful animals in the sky that eventually created a tornado to wreak havoc.,The clouds formed beautiful and emerging the sky that eventually created a tornado to wreak havoc.,8
265,265,Lea,French,Pink horses galloped across the sea.,Being courses galloped across the sea.,5
266,266,Lea,French,"In hopes of finding out the truth, he entered the one-room library.","In hopes of finding out the truth, he entered the room library.",4
267,267,Lea,French,She tilted her head back and let whip cream stream into her mouth while taking a bath.,She tilted her head back and let whipped cream stream into her mouth while taking a bath.,3
268,268,Lea,French,They looked up at the sky and saw a million stars.,They looked up at the scallions a Million stars.,10
269,269,Lea,French,The group quickly understood that toxic waste was the most effective barrier to use against the zombies.,The group quickly understood that toxic West was the most effective barrier to use against the zombies.,3
270,270,Lea,French,The gloves protect my feet from excess work.,The gloves protect my feet from excess work.,0
271,271,Lea,French,"Green should have smelled more tranquil, but somehow it just tasted rotten.","Green should have smelled more tranquil, but somehow it just tasted rotten.",0
272,272,Lea,French,The secret ingredient to his wonderful life was crime.,The security ingredient to his wonderful life First Crime.,8
273,273,Lea,French,He decided to live his life by the big beats manifesto.,He decided to live his life by the big bits manifesto.,2
274,274,Lea,French,"In the end, he realized he could see sound and hear words.",In the end he realized he could see sound and the hero words.,6
275,275,Lea,French,The pet shop stocks everything you need to keep your anaconda happy.,The pet shop stocks everything you need to keep your anaconda happy.,0
276,276,Lea,French,"He used to get confused between soldiers and shoulders, but as a military man, he now soldiers responsibility.","He used to get confused between soldiers and shoulders, but as a military man, he now soldiers responsibility.",0
277,277,Lea,French,She advised him to come back at once.,She advised him to come back at once.,0
278,278,Lea,French,The beauty of the African sunset disguised the danger lurking nearby.,The beauty of the African sunset disguise the danger blocking nearby.,4
279,279,Lea,French,"The rusty nail stood erect, angled at a 45-degree angle, just waiting for the perfect barefoot to come along.",There are senales to direct angle that a 45° angle just waiting for the perfect barefoot to come along.,26
280,280,Lea,French,We should play with legos at camp.,We should play with legos at camp.,0
281,281,Lea,French,I am my aunt's sister's daughter.,I am my Young sisters daughter.,6
282,282,Lea,French,"It was obvious she was hot, sweaty, and tired.","It was obvious she was hot, sweaty and tired.",1
283,283,Lea,French,Charles ate the french fries knowing they would be his last meal.,"Charles ate, the friend tries knowing that you would be his last meal.",10
284,284,Lea,French,Watching the geriatric men’s softball team brought back memories of 3 yr olds playing t-ball.,Watching the geriatric menu softball team brought back memories of three years old playing table.,14
285,285,Lea,French,He had a hidden stash underneath the floorboards in the back room of the house.,He had a hidden station underneath the floorboards in the back room of the house.,4
286,286,Lea,French,The father handed each child a roadmap at the beginning of the 2-day road trip and explained it was so they could find their way home.,The father handed its child a road map at the beginning of the two day road trip and explained it was so they could find their way home.,9
287,287,Lea,French,It was always dangerous to drive with him since he insisted the safety cones were a slalom course.,"It was always dangerous to drive with him, since he insisted the safety cones were.",17
288,288,Lea,French,Plans for this weekend include turning wine into water.,Plans for this weekend include turning wine into water.,0
289,289,Lea,French,He had accidentally hacked into his company's server.,He had accidentally hacked into his company's server.,0
290,290,Lea,French,She found his complete dullness interesting.,She found his completely illness interesting.,4
291,291,Lea,French,Karen realized the only way she was getting into heaven was to cheat.,Karen realized the only way she was getting into Heaven was to cheat.,1
292,292,Lea,French,Siri became confused when we reused to follow her directions.,Siri became confused when we re used to follow our directions.,3
293,293,Lea,French,It was the first time he had ever seen someone cook dinner on an elephant.,It was the first time he had a verse in someone cook dinner and an elephant.,7
294,294,Lea,French,Fluffy pink unicorns are a popular status symbol among macho men.,"Fluffy pink unicorns are a popular status embodiment, mature men.",12
295,295,Lea,French,Love is not like pizza.,Love is not like Pizza.,1
296,296,Lea,French,Her scream silenced the rowdy teenagers.,The screams I learned to the rail woody teenagers.,18
297,297,Lea,French,"The waves were crashing on the shore, it was a lovely sight.","The waves were crashing on the shore, It was a lovely sight.",1
298,298,Lea,French,Sometimes you have to just give up and win by cheating.,Sometimes you have to just give up and we invite cheating.,6
299,299,Lea,French,He loved eating his bananas in hot dog buns.,He loved eating his bananas in hot dog buns.,0
400,400,Aditi,Hindi,Gwen had her best sleep ever on her new bed of nails.,Gwen had her best sleep ever on her new bed of nails.,0
401,401,Aditi,Hindi,When confronted with a rotary dial phone the teenager was perplexed.,"When confronted with a rotary dial phone, the teenager was perplexed.",1
402,402,Aditi,Hindi,There was no telling what thoughts would come from the machine.,There was no telling what thoughts would come from the machine.,0
403,403,Aditi,Hindi,Baby wipes are made of chocolate stardust.,Baby wipes are made of chocolate stardust.,0
404,404,Aditi,Hindi,It caught him off guard that space smelled of seared steak.,It caught him off guard that space smelled of seared steak.,0
405,405,Aditi,Hindi,"You're unsure whether or not to trust him, but very thankful that you wore a turtle neck.","You're unsure whether or not to trust him, but very thankful that he wore a turtleneck.",4
406,406,Aditi,Hindi,Cursive writing is the best way to build a race track.,CUrsive writing is the best way to build a race track.,1
407,407,Aditi,Hindi,Today is the day I'll finally know what brick tastes like.,Today is the day I'll finally know what brick tastes like.,0
408,408,Aditi,Hindi,"There was no ice cream in the freezer, nor did they have money to go to the store.","There was no ice cream in the freezer, nor did they have money to go to the store.",0
409,409,Aditi,Hindi,Nothing seemed out of place except the washing machine in the bar.,Nothing seemed out of place except the washing machine in the bar.,0
410,410,Aditi,Hindi,"He realized there had been several deaths on this road, but his concern rose when he saw the exact number.","He realized there had been several deaths on this road, but his concern rose when he saw the exact number.",0
411,411,Aditi,Hindi,Jeanne wished she has chosen the red button.,Jean wished she has chosen the red button.,2
412,412,Aditi,Hindi,"David subscribes to the ""stuff your tent into the bag"" strategy over nicely folding it.",David subscribes to the stuff your tent into the bag strategy over nicely folding it.,2
413,413,Aditi,Hindi,All you need to do is pick up the pen and begin.,All you need to do is pick up the pen and begin.,0
414,414,Aditi,Hindi,The underground bunker was filled with chips and candy.,The underground bunker was filled with chips and candy.,0
415,415,Aditi,Hindi,"It dawned on her that others could make her happier, but only she could make herself happy.","It dawned on her that adults could make her happier, but only she could make herself happy.",5
416,416,Aditi,Hindi,The green tea and avocado smoothie turned out exactly as would be expected.,The green tea and avocado smoothie turned out exactly as would be expected.,0
417,417,Aditi,Hindi,The thunderous roar of the jet overhead confirmed her worst fears.,The Thunder A stroller of the Jet Over had confirmed her worst fears.,12
418,418,Aditi,Hindi,It was the scarcity that fueled his creativity.,It was the scarcity that fueled his creativity.,0
419,419,Aditi,Hindi,"The sky is clear, the stars are twinkling.","The sky is clear, the stars are twinkling.",0
420,420,Aditi,Hindi,You have no right to call yourself creative until you look at a trowel and think that it would make a great lockpick.,You have no right to call yourself creative until you look at a travel and think that it would make a great lock pick.,3
421,421,Aditi,Hindi,I covered my friend in baby oil.,I covered my friend in Baby Oil.,2
422,422,Aditi,Hindi,It's much more difficult to play tennis with a bowling ball than it is to bowl with a tennis ball.,It's much more difficult to play tennis with a bowling ball than it is to bowl with a tennis ball.,0
423,423,Aditi,Hindi,He didn't understand why the bird wanted to ride the bicycle.,He didn't understand why the bird wanted to ride the bicycle.,0
424,424,Aditi,Hindi,He had unknowingly taken up sleepwalking as a nighttime hobby.,He had unknowingly taken up sleepwalking as a nighttime hobby.,0
425,425,Aditi,Hindi,The fact that there's a stairway to heaven and a highway to hell explains life well.,The fact that as a stairway to heaven and highway to hell explains life well.,8
426,426,Aditi,Hindi,She couldn't understand why nobody else could see that the sky is full of cotton candy.,She couldn't understand why nobody else could see that the sky is full of cotton candy.,0
427,427,Aditi,Hindi,The fence was confused about whether it was supposed to keep things in or keep things out.,The fence was confused about whether it was supposed to keep things in or keep things out.,0
428,428,Aditi,Hindi,"For oil spots on the floor, nothing beats parking a motorbike in the lounge.","For oil spots on the floor, nothing beats parking a motorbike in the lounge.",0
429,429,Aditi,Hindi,Nancy was proud that she ran a tight shipwreck.,Nancy was proud that she ran a tight ship wreck.,1
430,430,Aditi,Hindi,We have young kids who often walk into our room at night for various reasons including clowns in the closet.,"We have young kids who often walk into our room at night for various reasons, including clowns in the closet.",1
431,431,Aditi,Hindi,The lyrics of the song sounded like fingernails on a chalkboard.,The lyrics of the song sounded like fingernails on a chalkboard.,0
432,432,Aditi,Hindi,Too many prisons have become early coffins.,Too many prisons have become early coffins.,0
433,433,Aditi,Hindi,Everyone pretends to like wheat until you mention barley.,Everyone pretends to like wheat until you mentioned barley.,2
434,434,Aditi,Hindi,The truth is that you pay for your lifestyle in hours.,The truth is that you pay for your lifestyle in hours.,0
435,435,Aditi,Hindi,The snow-covered path was no help in finding his way out of the back-country.,The snow covered pat was no help in finding his way out of the back country.,3
436,436,Aditi,Hindi,Nudist colonies shun fig-leaf couture.,Nudist colonies Shan fig leaf couture.,3
437,437,Aditi,Hindi,Beach-combing replaced wine tasting as his new obsession.,Beachcombing replaced wine tasting as his new obsession.,1
438,438,Aditi,Hindi,I'd always thought lightning was something only I could see.,I'd always thought lightning was something only I could see.,0
439,439,Aditi,Hindi,He dreamed of eating green apples with worms.,He dreamed of eating green apples with worms.,0
440,440,Aditi,Hindi,"She was sad to hear that fireflies are facing extinction due to artificial light, habitat loss, and pesticides.","She was sad to hear that fireflies are facing extinction due to artificial light, habitat loss and pesticides.",1
441,441,Aditi,Hindi,He was so preoccupied with whether or not he could that he failed to stop to consider if he should.,He was so preoccupied with whether or not he could that he failed to stop to consider efficient.,11
442,442,Aditi,Hindi,It was a really good Monday for being a Saturday.,It was a really good monday for being a saturday.,2
443,443,Aditi,Hindi,I ate a sock because people on the Internet told me to.,I ate a sock because people on the Internet told me to.,0
444,444,Aditi,Hindi,I would be delighted if the sea were full of cucumber juice.,I would be delighted if the sea were full of cucumber juice.,0
445,445,Aditi,Hindi,He felt that dining on the bridge brought romance to his relationship with his cat.,He felt that dining on the bridge brought romance to his relationship with his cat.,0
446,446,Aditi,Hindi,There are few things better in life than a slice of pie.,There are few things better in life than a slice of pie.,0
447,447,Aditi,Hindi,A purple pig and a green donkey flew a kite in the middle of the night and ended up sunburnt.,A purple pig and a green donkey flew a kite in the middle of the night and ended up sunburned.,2
448,448,Aditi,Hindi,"She saw the brake lights, but not in time.","She saw the brake lights, but not in time.",0
449,449,Aditi,Hindi,Please wait outside of the house.,Please wait outside of the house.,0
450,450,Aditi,Hindi,Truth in advertising and dinosaurs with skateboards have much in common.,Truth in advertising and dinosaurs with skateboards have much in common.,0
451,451,Aditi,Hindi,"There were white out conditions in the town, subsequently, the roads were impassable.","There were white out conditions in the town, subsequently the roads were impassable.",1
452,452,Aditi,Hindi,I thought red would have felt warmer in summer but I didn't think about the equator.,"I thought red would have felt warmer in summer, but I didn't think about the equator.",1
453,453,Aditi,Hindi,The toy brought back fond memories of being lost in the rain forest.,The toy brought back fond memories of being lost in the rain forest.,0
454,454,Aditi,Hindi,Nobody has encountered an explosive daisy and lived to tell the tale.,Nobody has encountered an explosive daisy and lived to tell the tale.,0
455,455,Aditi,Hindi,"After exploring the abandoned building, he started to believe in ghosts.","After exploring the abandoned building, he started to believe in ghosts.",0
456,456,Aditi,Hindi,The truth is that you pay for your lifestyle in hours.,The truth is that you pay for your lifestyle in hours.,0
457,457,Aditi,Hindi,The father died during childbirth.,The father died during childbirth.,0
458,458,Aditi,Hindi,Imagine his surprise when he discovered that the safe was full of pudding.,Imagine his surprise when he discovered that the safe was full of pudding.,0
459,459,Aditi,Hindi,A song can make or ruin a person’s day if they let it get to them.,Assange can make our ruin a personas day if they let it get to them.,5
460,460,Aditi,Hindi,She had a difficult time owning up to her own crazy self.,She had a difficult time owning up to her own crazy self.,0
461,461,Aditi,Hindi,He dreamed of leaving his law firm to open a portable dog wash.,He dreamed of leaving his law firm to open a portable dog wash.,0
462,462,Aditi,Hindi,I'd always thought lightning was something only I could see.,I'd always thought lightning was something only I could see.,0
463,463,Aditi,Hindi,Everyone was curious about the large white blimp that appeared overnight.,Everyone was curious about the large white blimp that appeared overnight.,0
464,464,Aditi,Hindi,The clouds formed beautiful animals in the sky that eventually created a tornado to wreak havoc.,The clouds formed beautiful animals in the sky that eventually created a tornado to wreak havoc.,0
465,465,Aditi,Hindi,Pink horses galloped across the sea.,Pink causes galloped across the sea.,3
466,466,Aditi,Hindi,"In hopes of finding out the truth, he entered the one-room library.","In hopes of finding out the truth, he entered the one room library.",1
467,467,Aditi,Hindi,She tilted her head back and let whip cream stream into her mouth while taking a bath.,She tilted her head back and let whipped cream stream into her mouth while taking a bath.,3
468,468,Aditi,Hindi,They looked up at the sky and saw a million stars.,They looked up at the sky and saw a million stars.,0
469,469,Aditi,Hindi,The group quickly understood that toxic waste was the most effective barrier to use against the zombies.,The group quickly understood that toxic waste was the most effective barrier to use against the zombies.,0
470,470,Aditi,Hindi,The gloves protect my feet from excess work.,The gloves protect my feet from excess work.,0
471,471,Aditi,Hindi,"Green should have smelled more tranquil, but somehow it just tasted rotten.","Green should have smelled more tranquil, but somehow it just tasted rotten.",0
472,472,Aditi,Hindi,The secret ingredient to his wonderful life was crime.,The secret ingredient to his wonderful life was crime.,0
473,473,Aditi,Hindi,He decided to live his life by the big beats manifesto.,He decided to live his life by the big beach manifesto.,2
474,474,Aditi,Hindi,"In the end, he realized he could see sound and hear words.","In the end, he realized he could see sound and hear words.",0
475,475,Aditi,Hindi,The pet shop stocks everything you need to keep your anaconda happy.,The pet shop stocks everything you need to keep your anaconda happy.,0
476,476,Aditi,Hindi,"He used to get confused between soldiers and shoulders, but as a military man, he now soldiers responsibility.","He used to get confused between soldiers and shoulders, but as a military man, he now soldiers responsibility.",0
477,477,Aditi,Hindi,She advised him to come back at once.,She advised him to come back at once.,0
478,478,Aditi,Hindi,The beauty of the African sunset disguised the danger lurking nearby.,The beauty of the African sunset disguised the danger lurking nearby.,0
479,479,Aditi,Hindi,"The rusty nail stood erect, angled at a 45-degree angle, just waiting for the perfect barefoot to come along.","The rusty nail stood erect, angled at a 45° angle, just waiting for the perfect barefoot to come along.",7
480,480,Aditi,Hindi,We should play with legos at camp.,We should play with legos at camp.,0
481,481,Aditi,Hindi,I am my aunt's sister's daughter.,I'm my Aunt's sister's daughter.,3
482,482,Aditi,Hindi,"It was obvious she was hot, sweaty, and tired.","It was obvious she was hot, sweaty and tired.",1
483,483,Aditi,Hindi,Charles ate the french fries knowing they would be his last meal.,Charles ate the french fries knowing they would be his last meal.,0
484,484,Aditi,Hindi,Watching the geriatric men’s softball team brought back memories of 3 yr olds playing t-ball.,Watching the geriatric Meno softball team brought back memories of three years olds playing t ball.,12
485,485,Aditi,Hindi,He had a hidden stash underneath the floorboards in the back room of the house.,He had a hidden stash underneath the floorboards in the back room of the house.,0
486,486,Aditi,Hindi,The father handed each child a roadmap at the beginning of the 2-day road trip and explained it was so they could find their way home.,The father handed each child a road map at the beginning of the two day road trip and explained it was so they could find their way home.,5
487,487,Aditi,Hindi,It was always dangerous to drive with him since he insisted the safety cones were a slalom course.,"It was always danger as to drive with him, since he insisted the safety cones were a slalom cars.",6
488,488,Aditi,Hindi,Plans for this weekend include turning wine into water.,Plans for this weekend include turning wine into water.,0
489,489,Aditi,Hindi,He had accidentally hacked into his company's server.,He had accidentally hacked into his company's server.,0
490,490,Aditi,Hindi,She found his complete dullness interesting.,She found his complete dullness interesting.,0
491,491,Aditi,Hindi,Karen realized the only way she was getting into heaven was to cheat.,Karen realized the only way she was getting into Heaven was to cheat.,1
492,492,Aditi,Hindi,Siri became confused when we reused to follow her directions.,Siri became confused when we re used to follow her directions.,1
493,493,Aditi,Hindi,It was the first time he had ever seen someone cook dinner on an elephant.,It was the first time he had ever seen someone cook dinner around an elephant.,4
494,494,Aditi,Hindi,Fluffy pink unicorns are a popular status symbol among macho men.,Fluffy pink unicorns are a popular status symbol among macho men.,0
495,495,Aditi,Hindi,Love is not like pizza.,Love is not like Pizza.,1
496,496,Aditi,Hindi,Her scream silenced the rowdy teenagers.,Her screams silenced the rowdy teenagers.,1
497,497,Aditi,Hindi,"The waves were crashing on the shore, it was a lovely sight.","The waves were crashing on the shore, It was a lovely sight.",1
498,498,Aditi,Hindi,Sometimes you have to just give up and win by cheating.,Sometimes you have to just give up and win by cheating.,0
499,499,Aditi,Hindi,He loved eating his bananas in hot dog buns.,He loved eating his bananas in heart d'Argo Bans.,9
500,500,Lucia,Castilian Spanish,Gwen had her best sleep ever on her new bed of nails.,Nails.,48
501,501,Lucia,Castilian Spanish,When confronted with a rotary dial phone the teenager was perplexed.,"When confronted with a rotary dial phone, the teenager was perplexed.",1
502,502,Lucia,Castilian Spanish,There was no telling what thoughts would come from the machine.,There was no telling what thoughts would come from the machine.,0
503,503,Lucia,Castilian Spanish,Baby wipes are made of chocolate stardust.,Baby wipes are made of chocolate stardust.,0
504,504,Lucia,Castilian Spanish,It caught him off guard that space smelled of seared steak.,It caught him off guard that space mail of seared steak.,5
505,505,Lucia,Castilian Spanish,"You're unsure whether or not to trust him, but very thankful that you wore a turtle neck.","You're unsure whether or not to trust him, but very thankful that you wear a turtleneck.",4
506,506,Lucia,Castilian Spanish,Cursive writing is the best way to build a race track.,"Of course, if writing is the best way to build a racetrack.",11
507,507,Lucia,Castilian Spanish,Today is the day I'll finally know what brick tastes like.,Today is the day I'll finally know what brick tastes like.,0
508,508,Lucia,Castilian Spanish,"There was no ice cream in the freezer, nor did they have money to go to the store.","There was no ice cream in the freezer, nor did they have money to go to the store.",0
509,509,Lucia,Castilian Spanish,Nothing seemed out of place except the washing machine in the bar.,Nothing seemed out of place except the washing machine in the bar.,0
510,510,Lucia,Castilian Spanish,"He realized there had been several deaths on this road, but his concern rose when he saw the exact number.","He realized there have been several deaths on this road, but his concern rose when he saw the exact number.",2
511,511,Lucia,Castilian Spanish,Jeanne wished she has chosen the red button.,Jean wished she has chosen the red button.,2
512,512,Lucia,Castilian Spanish,"David subscribes to the ""stuff your tent into the bag"" strategy over nicely folding it.",David subscribes to the staff your tent into the back strategy over nicely folding it.,4
513,513,Lucia,Castilian Spanish,All you need to do is pick up the pen and begin.,All you need to do is speak up the pen and begin.,3
514,514,Lucia,Castilian Spanish,The underground bunker was filled with chips and candy.,The underground banker was filled with chips and candy.,1
515,515,Lucia,Castilian Spanish,"It dawned on her that others could make her happier, but only she could make herself happy.","Could make her happier, but only she could make herself happy.",30
516,516,Lucia,Castilian Spanish,The green tea and avocado smoothie turned out exactly as would be expected.,The green tea and avocados moody turned out exactly as would be expected.,6
517,517,Lucia,Castilian Spanish,The thunderous roar of the jet overhead confirmed her worst fears.,The thunderous roar of the yet overhead confirmed her worst fears.,1
518,518,Lucia,Castilian Spanish,It was the scarcity that fueled his creativity.,It was the scarcity that fueled his creativity.,0
519,519,Lucia,Castilian Spanish,"The sky is clear, the stars are twinkling.",The sky is clear the stars are doing killing.,7
520,520,Lucia,Castilian Spanish,You have no right to call yourself creative until you look at a trowel and think that it would make a great lockpick.,You have no right to call yourself creative until you look at a travel and think that it would make a great lock pick.,3
521,521,Lucia,Castilian Spanish,I covered my friend in baby oil.,I covered my friend in Baby Oil.,2
522,522,Lucia,Castilian Spanish,It's much more difficult to play tennis with a bowling ball than it is to bowl with a tennis ball.,It's much more difficult to play tennis with a bowling ball than it is to bowl with a tennis ball.,0
523,523,Lucia,Castilian Spanish,He didn't understand why the bird wanted to ride the bicycle.,He didn't understand why the bird wanted to ride the bicycle.,0
524,524,Lucia,Castilian Spanish,He had unknowingly taken up sleepwalking as a nighttime hobby.,He had unknowingly taken up sleepwalking as a nighttime hobby.,0
525,525,Lucia,Castilian Spanish,The fact that there's a stairway to heaven and a highway to hell explains life well.,The fact that there's a stairway to heaven and the highway to hell explains life well.,3
526,526,Lucia,Castilian Spanish,She couldn't understand why nobody else could see that the sky is full of cotton candy.,She couldn't understand why nobody else could see that the sky is full of cotton candy.,0
527,527,Lucia,Castilian Spanish,The fence was confused about whether it was supposed to keep things in or keep things out.,Defense was confused about whether it was supposed to keep things in or keep things out.,4
528,528,Lucia,Castilian Spanish,"For oil spots on the floor, nothing beats parking a motorbike in the lounge.","For oil spots on the floor, nothing beats sparking a motorbike in the lounge.",1
529,529,Lucia,Castilian Spanish,Nancy was proud that she ran a tight shipwreck.,Nancy was proud that she ran a tight ship break.,3
530,530,Lucia,Castilian Spanish,We have young kids who often walk into our room at night for various reasons including clowns in the closet.,"We have young kids who often walk into a room at night for various reasons, including clowns in the closet.",4
531,531,Lucia,Castilian Spanish,The lyrics of the song sounded like fingernails on a chalkboard.,The lyrics of the song sounded like fingernails on a chalkboard.,0
532,532,Lucia,Castilian Spanish,Too many prisons have become early coffins.,Too many prisons have become early coffins.,0
533,533,Lucia,Castilian Spanish,Everyone pretends to like wheat until you mention barley.,Everyone pretends to like quit until you mention barley.,4
534,534,Lucia,Castilian Spanish,The truth is that you pay for your lifestyle in hours.,The truth is that you pay for your lifestyle in hours.,0
535,535,Lucia,Castilian Spanish,The snow-covered path was no help in finding his way out of the back-country.,There's no covered path was no help in finding his way out of the backcountry.,7
536,536,Lucia,Castilian Spanish,Nudist colonies shun fig-leaf couture.,Nudist Colony.,26
537,537,Lucia,Castilian Spanish,Beach-combing replaced wine tasting as his new obsession.,Beachcombing replaced wine tasting as his new obsession.,1
538,538,Lucia,Castilian Spanish,I'd always thought lightning was something only I could see.,I'd always thought lightning was something only I could see.,0
539,539,Lucia,Castilian Spanish,He dreamed of eating green apples with worms.,He dreamed of eating green apples with worms.,0
540,540,Lucia,Castilian Spanish,"She was sad to hear that fireflies are facing extinction due to artificial light, habitat loss, and pesticides.","She was sad to hear that fireflies are facing extinction due to artificial light, habitat loss and pesticides.",1
541,541,Lucia,Castilian Spanish,He was so preoccupied with whether or not he could that he failed to stop to consider if he should.,He was so preoccupied with whether or not he could that he failed to stop to consider if he should.,0
542,542,Lucia,Castilian Spanish,It was a really good Monday for being a Saturday.,It was a really good monday for being a saturday.,2
543,543,Lucia,Castilian Spanish,I ate a sock because people on the Internet told me to.,Because people on the Internet told me to.,14
544,544,Lucia,Castilian Spanish,I would be delighted if the sea were full of cucumber juice.,I would be delighted if the sea were full of cucumber juice.,0
545,545,Lucia,Castilian Spanish,He felt that dining on the bridge brought romance to his relationship with his cat.,He felt that dining on the bridge brought romance to his relationship with his cat.,0
546,546,Lucia,Castilian Spanish,There are few things better in life than a slice of pie.,There are a few things better in life than a slice of pie.,2
547,547,Lucia,Castilian Spanish,A purple pig and a green donkey flew a kite in the middle of the night and ended up sunburnt.,Purple pink and the green donkey flew a kite in the middle of the night and then the sun burned.,18
548,548,Lucia,Castilian Spanish,"She saw the brake lights, but not in time.","She saw the brake lights, but not in time.",0
549,549,Lucia,Castilian Spanish,Please wait outside of the house.,Please wait outside of the house.,0
550,550,Lucia,Castilian Spanish,Truth in advertising and dinosaurs with skateboards have much in common.,Truth in advertising and dinosaurs with skateboards have much in common.,0
551,551,Lucia,Castilian Spanish,"There were white out conditions in the town, subsequently, the roads were impassable.",They were white out conditions in the town subsequently the roads were impossible.,6
552,552,Lucia,Castilian Spanish,I thought red would have felt warmer in summer but I didn't think about the equator.,"I thought red would have felt too armory in summer, but I didn't think about the equator.",7
553,553,Lucia,Castilian Spanish,The toy brought back fond memories of being lost in the rain forest.,The toy brought back fond memories of being lost in the rain forest.,0
554,554,Lucia,Castilian Spanish,Nobody has encountered an explosive daisy and lived to tell the tale.,Nobody has encountered an explosive they see and live to tell the tale.,8
555,555,Lucia,Castilian Spanish,"After exploring the abandoned building, he started to believe in ghosts.","After exploring the abandoned building, he started to believe in ghosts.",0
556,556,Lucia,Castilian Spanish,The truth is that you pay for your lifestyle in hours.,The truth is that you pay for your lifestyle in hours.,0
557,557,Lucia,Castilian Spanish,The father died during childbirth.,The Father by during childbirth.,5
558,558,Lucia,Castilian Spanish,Imagine his surprise when he discovered that the safe was full of pudding.,Imagine his surprise when he discovered that the safe was full of pudding.,0
559,559,Lucia,Castilian Spanish,A song can make or ruin a person’s day if they let it get to them.,Hassan can make or ruin a personas day if they let it get to them.,6
560,560,Lucia,Castilian Spanish,She had a difficult time owning up to her own crazy self.,She had a difficult time owning up to her own crazy self.,0
561,561,Lucia,Castilian Spanish,He dreamed of leaving his law firm to open a portable dog wash.,He dreamed of living his life to open a portable dog washer.,10
562,562,Lucia,Castilian Spanish,I'd always thought lightning was something only I could see.,I'd always thought lightning was something only I could see.,0
563,563,Lucia,Castilian Spanish,Everyone was curious about the large white blimp that appeared overnight.,Everyone was curious about the large white blimp that appeared overnight.,0
564,564,Lucia,Castilian Spanish,The clouds formed beautiful animals in the sky that eventually created a tornado to wreak havoc.,The clothes for beautiful animals in the sky that eventually created a tornado to wreak havoc.,6
565,565,Lucia,Castilian Spanish,Pink horses galloped across the sea.,Pink Horses.,25
566,566,Lucia,Castilian Spanish,"In hopes of finding out the truth, he entered the one-room library.","In hopes of finding out the truth, he entered the one room library.",1
567,567,Lucia,Castilian Spanish,She tilted her head back and let whip cream stream into her mouth while taking a bath.,She tilted her head back and let the whipped cream stream into her mouth while taking a bus.,10
568,568,Lucia,Castilian Spanish,They looked up at the sky and saw a million stars.,They looked up at the sky and saw a million stars.,0
569,569,Lucia,Castilian Spanish,The group quickly understood that toxic waste was the most effective barrier to use against the zombies.,The group quickly understood that toxic waste was the most effective barrier to use against the zombies.,0
570,570,Lucia,Castilian Spanish,The gloves protect my feet from excess work.,The gloves protect my feet from excess work.,0
571,571,Lucia,Castilian Spanish,"Green should have smelled more tranquil, but somehow it just tasted rotten.","Green should have smelled more tranquil, but somehow it just tasted rotten.",0
