,Name,Language,Original,Transcription
262,Lea,French,I'd always thought lightning was something only I could see.,I'd always thought lightning was something only I could see.
263,Lea,French,Everyone was curious about the large white blimp that appeared overnight.,Everyone was curious about the large white blimp that appeared overnight.
264,Lea,French,The clouds formed beautiful animals in the sky that eventually created a tornado to wreak havoc.,The clouds formed beautiful and emerging the sky that eventually created a tornado to wreak havoc.
265,Lea,French,Pink horses galloped across the sea.,Being courses galloped across the sea.
266,Lea,French,"In hopes of finding out the truth, he entered the one-room library.","In hopes of finding out the truth, he entered the room library."
267,Lea,French,She tilted her head back and let whip cream stream into her mouth while taking a bath.,She tilted her head back and let whipped cream stream into her mouth while taking a bath.
268,Lea,French,They looked up at the sky and saw a million stars.,They looked up at the scallions a Million stars.
269,Lea,French,The group quickly understood that toxic waste was the most effective barrier to use against the zombies.,The group quickly understood that toxic West was the most effective barrier to use against the zombies.
270,Lea,French,The gloves protect my feet from excess work.,The gloves protect my feet from excess work.
271,Lea,French,"Green should have smelled more tranquil, but somehow it just tasted rotten.","Green should have smelled more tranquil, but somehow it just tasted rotten."
272,Lea,French,The secret ingredient to his wonderful life was crime.,The security ingredient to his wonderful life First Crime.
273,Lea,French,He decided to live his life by the big beats manifesto.,He decided to live his life by the big bits manifesto.
274,Lea,French,"In the end, he realized he could see sound and hear words.",In the end he realized he could see sound and the hero words.
275,Lea,French,The pet shop stocks everything you need to keep your anaconda happy.,The pet shop stocks everything you need to keep your anaconda happy.
276,Lea,French,"He used to get confused between soldiers and shoulders, but as a military man, he now soldiers responsibility.","He used to get confused between soldiers and shoulders, but as a military man, he now soldiers responsibility."
277,Lea,French,She advised him to come back at once.,She advised him to come back at once.
278,Lea,French,The beauty of the African sunset disguised the danger lurking nearby.,The beauty of the African sunset disguise the danger blocking nearby.
279,Lea,French,"The rusty nail stood erect, angled at a 45-degree angle, just waiting for the perfect barefoot to come along.",There are senales to direct angle that a 45° angle just waiting for the perfect barefoot to come along.
280,Lea,French,We should play with legos at camp.,We should play with legos at camp.
281,Lea,French,I am my aunt's sister's daughter.,I am my Young sisters daughter.
282,Lea,French,"It was obvious she was hot, sweaty, and tired.","It was obvious she was hot, sweaty and tired."
283,Lea,French,Charles ate the french fries knowing they would be his last meal.,"Charles ate, the friend tries knowing that you would be his last meal."
284,Lea,French,Watching the geriatric men’s softball team brought back memories of 3 yr olds playing t-ball.,Watching the geriatric menu softball team brought back memories of three years old playing table.
285,Lea,French,He had a hidden stash underneath the floorboards in the back room of the house.,He had a hidden station underneath the floorboards in the back room of the house.
286,Lea,French,The father handed each child a roadmap at the beginning of the 2-day road trip and explained it was so they could find their way home.,The father handed its child a road map at the beginning of the two day road trip and explained it was so they could find their way home.
287,Lea,French,It was always dangerous to drive with him since he insisted the safety cones were a slalom course.,"It was always dangerous to drive with him, since he insisted the safety cones were."
288,Lea,French,Plans for this weekend include turning wine into water.,Plans for this weekend include turning wine into water.
289,Lea,French,He had accidentally hacked into his company's server.,He had accidentally hacked into his company's server.
290,Lea,French,She found his complete dullness interesting.,She found his completely illness interesting.
291,Lea,French,Karen realized the only way she was getting into heaven was to cheat.,Karen realized the only way she was getting into Heaven was to cheat.
292,Lea,French,Siri became confused when we reused to follow her directions.,Siri became confused when we re used to follow our directions.
293,Lea,French,It was the first time he had ever seen someone cook dinner on an elephant.,It was the first time he had a verse in someone cook dinner and an elephant.
294,Lea,French,Fluffy pink unicorns are a popular status symbol among macho men.,"Fluffy pink unicorns are a popular status embodiment, mature men."
295,Lea,French,Love is not like pizza.,Love is not like Pizza.
296,Lea,French,Her scream silenced the rowdy teenagers.,The screams I learned to the rail woody teenagers.
297,Lea,French,"The waves were crashing on the shore, it was a lovely sight.","The waves were crashing on the shore, It was a lovely sight."
298,Lea,French,Sometimes you have to just give up and win by cheating.,Sometimes you have to just give up and we invite cheating.
299,Lea,French,He loved eating his bananas in hot dog buns.,He loved eating his bananas in hot dog buns.
300,Seoyeon,Korean,Gwen had her best sleep ever on her new bed of nails.,Hope Is to Save.
301,Seoyeon,Korean,When confronted with a rotary dial phone the teenager was perplexed.,When confronted with.
302,Seoyeon,Korean,There was no telling what thoughts would come from the machine.,To the Continental Machine.
303,Seoyeon,Korean,Baby wipes are made of chocolate stardust.,Status.
304,Seoyeon,Korean,It caught him off guard that space smelled of seared steak.,It could take up that space is made up and shared a steak.
305,Seoyeon,Korean,"You're unsure whether or not to trust him, but very thankful that you wore a turtle neck.","You are unsure whether we will have to trust to him, but police in prison you are."
306,Seoyeon,Korean,Cursive writing is the best way to build a race track.,Consideration Is it up history to be dealt with today?
307,Seoyeon,Korean,Today is the day I'll finally know what brick tastes like.,Today's pioneering work like.
308,Seoyeon,Korean,"There was no ice cream in the freezer, nor did they have money to go to the store.",Did they have money to go to the store?
309,Seoyeon,Korean,Nothing seemed out of place except the washing machine in the bar.,
310,Seoyeon,Korean,"He realized there had been several deaths on this road, but his concern rose when he saw the exact number.",He realized the detail had been separated.
311,Seoyeon,Korean,Jeanne wished she has chosen the red button.,
312,Seoyeon,Korean,"David subscribes to the ""stuff your tent into the bag"" strategy over nicely folding it.",Maybe they subscribe to the stop attempting to top reporting it.
313,Seoyeon,Korean,All you need to do is pick up the pen and begin.,All you need to to eat the pick up top and on the begin.
314,Seoyeon,Korean,The underground bunker was filled with chips and candy.,Candy.
315,Seoyeon,Korean,"It dawned on her that others could make her happier, but only she could make herself happy.",But only she couldn't make her happy.
316,Seoyeon,Korean,The green tea and avocado smoothie turned out exactly as would be expected.,Currently would be expected.
317,Seoyeon,Korean,The thunderous roar of the jet overhead confirmed her worst fears.,
318,Seoyeon,Korean,It was the scarcity that fueled his creativity.,His creativity.
319,Seoyeon,Korean,"The sky is clear, the stars are twinkling.",Tosca including.
320,Seoyeon,Korean,You have no right to call yourself creative until you look at a trowel and think that it would make a great lockpick.,You have the right to create a safe creative until you get a lawyer foundation created to make a great drug.
321,Seoyeon,Korean,I covered my friend in baby oil.,I to my printing baby we.
322,Seoyeon,Korean,It's much more difficult to play tennis with a bowling ball than it is to bowl with a tennis ball.,It's a maximum credit to play tennis reader pulling board and it is a tribal leader tennis ball.
323,Seoyeon,Korean,He didn't understand why the bird wanted to ride the bicycle.,He didn't understand the way top party wanted to live basically.
324,Seoyeon,Korean,He had unknowingly taken up sleepwalking as a nighttime hobby.,Kind of I am happy.
325,Seoyeon,Korean,The fact that there's a stairway to heaven and a highway to hell explains life well.,Topic Today Total Story to Heaven on the Highway to her explained play.
326,Seoyeon,Korean,She couldn't understand why nobody else could see that the sky is full of cotton candy.,She couldn't understand why nobody else could probably can candy.
327,Seoyeon,Korean,The fence was confused about whether it was supposed to keep things in or keep things out.,Top pencil was a computer about whether it was just supposed to keep pushing gin or keep pushing out.
328,Seoyeon,Korean,"For oil spots on the floor, nothing beats parking a motorbike in the lounge.",
329,Seoyeon,Korean,Nancy was proud that she ran a tight shipwreck.,"Then she was prodded, it should rotate."
330,Seoyeon,Korean,We have young kids who often walk into our room at night for various reasons including clowns in the closet.,"We have young kids who have no Queen night citizens, including clowns."
331,Seoyeon,Korean,The lyrics of the song sounded like fingernails on a chalkboard.,
332,Seoyeon,Korean,Too many prisons have become early coffins.,Too Many.
333,Seoyeon,Korean,Everyone pretends to like wheat until you mention barley.,Everyone pretends to try creator until you mentioned parley.
334,Seoyeon,Korean,The truth is that you pay for your lifestyle in hours.,
335,Seoyeon,Korean,The snow-covered path was no help in finding his way out of the back-country.,Look about the painting his way out of the topic country.
336,Seoyeon,Korean,Nudist colonies shun fig-leaf couture.,Do this to colonization?
337,Seoyeon,Korean,Beach-combing replaced wine tasting as his new obsession.,Peter coming replaced two are interesting in his new opposition.
338,Seoyeon,Korean,I'd always thought lightning was something only I could see.,I just started tightening world assumptions.
339,Seoyeon,Korean,He dreamed of eating green apples with worms.,He beat him up with.
340,Seoyeon,Korean,"She was sad to hear that fireflies are facing extinction due to artificial light, habitat loss, and pesticides.",She was said to hear the pineapple is a patient extinction due to artificial and the pesticide.
341,Seoyeon,Korean,He was so preoccupied with whether or not he could that he failed to stop to consider if he should.,He was so preoccupied we do it all over that he couldn't be prepared to stop to consider it.
342,Seoyeon,Korean,It was a really good Monday for being a Saturday.,Playing on saturday.
343,Seoyeon,Korean,I ate a sock because people on the Internet told me to.,I eight or so Because the People on the Internet With Me Too.
344,Seoyeon,Korean,I would be delighted if the sea were full of cucumber juice.,I would be delighted.
345,Seoyeon,Korean,He felt that dining on the bridge brought romance to his relationship with his cat.,He paid today timing and to his relationship with his.
346,Seoyeon,Korean,There are few things better in life than a slice of pie.,They are pushing.
347,Seoyeon,Korean,A purple pig and a green donkey flew a kite in the middle of the night and ended up sunburnt.,20.
348,Seoyeon,Korean,"She saw the brake lights, but not in time.",She sort of pretty good for that in time.
349,Seoyeon,Korean,Please wait outside of the house.,Do It Outside of.
350,Seoyeon,Korean,Truth in advertising and dinosaurs with skateboards have much in common.,Taking on china social leaders kate come on!
351,Seoyeon,Korean,"There were white out conditions in the town, subsequently, the roads were impassable.",Y 2/2 conditions in the town of impossible.
352,Seoyeon,Korean,I thought red would have felt warmer in summer but I didn't think about the equator.,I started they do they have a petaluma in summer but I didn't think about the equator.
353,Seoyeon,Korean,The toy brought back fond memories of being lost in the rain forest.,
354,Seoyeon,Korean,Nobody has encountered an explosive daisy and lived to tell the tale.,Experience.
355,Seoyeon,Korean,"After exploring the abandoned building, he started to believe in ghosts.",A petal exploding top and on the building he started.
356,Seoyeon,Korean,The truth is that you pay for your lifestyle in hours.,
357,Seoyeon,Korean,The father died during childbirth.,
358,Seoyeon,Korean,Imagine his surprise when he discovered that the safe was full of pudding.,Imagine his surprise when he discovered the probable pudding.
359,Seoyeon,Korean,A song can make or ruin a person’s day if they let it get to them.,Hassan can be korean a personal day today ready to get to them.
360,Seoyeon,Korean,She had a difficult time owning up to her own crazy self.,She had a lot of credit time warning of Crazy.
361,Seoyeon,Korean,He dreamed of leaving his law firm to open a portable dog wash.,
362,Seoyeon,Korean,I'd always thought lightning was something only I could see.,I just started tightening world assumptions.
363,Seoyeon,Korean,Everyone was curious about the large white blimp that appeared overnight.,Every one of.
364,Seoyeon,Korean,The clouds formed beautiful animals in the sky that eventually created a tornado to wreak havoc.,Animals that eventually created.
365,Seoyeon,Korean,Pink horses galloped across the sea.,
366,Seoyeon,Korean,"In hopes of finding out the truth, he entered the one-room library.","In hopes of pointing out here and today, Taiwan due to liability."
367,Seoyeon,Korean,She tilted her head back and let whip cream stream into her mouth while taking a bath.,
368,Seoyeon,Korean,They looked up at the sky and saw a million stars.,Over millions.
369,Seoyeon,Korean,The group quickly understood that toxic waste was the most effective barrier to use against the zombies.,How could have particularly on those to the data race to depicted period to use against.
370,Seoyeon,Korean,The gloves protect my feet from excess work.,Talk Global Project promises.
371,Seoyeon,Korean,"Green should have smelled more tranquil, but somehow it just tasted rotten.",Just Taste it.
372,Seoyeon,Korean,The secret ingredient to his wonderful life was crime.,Ingredients.
373,Seoyeon,Korean,He decided to live his life by the big beats manifesto.,He decided to reboot his right to many pistols.
374,Seoyeon,Korean,"In the end, he realized he could see sound and hear words.",Intended he realized that he couldn't.
375,Seoyeon,Korean,The pet shop stocks everything you need to keep your anaconda happy.,Top bishops taxi british thing you need to keep here in a candle hippie.
376,Seoyeon,Korean,"He used to get confused between soldiers and shoulders, but as a military man, he now soldiers responsibility.",He usually took it computed between he now soldier's responsibility.
377,Seoyeon,Korean,She advised him to come back at once.,Visited him to come back at once.
378,Seoyeon,Korean,The beauty of the African sunset disguised the danger lurking nearby.,Top Preconcert Nearby.
379,Seoyeon,Korean,"The rusty nail stood erect, angled at a 45-degree angle, just waiting for the perfect barefoot to come along.",Taught us teenagers today elected degree angle just waiting to come along.
380,Seoyeon,Korean,We should play with legos at camp.,We should apply with.
381,Seoyeon,Korean,I am my aunt's sister's daughter.,I am my and.
382,Seoyeon,Korean,"It was obvious she was hot, sweaty, and tired.",Says she was at 30 and the Ceyote.
383,Seoyeon,Korean,Charles ate the french fries knowing they would be his last meal.,
384,Seoyeon,Korean,Watching the geriatric men’s softball team brought back memories of 3 yr olds playing t-ball.,Watching.
385,Seoyeon,Korean,He had a hidden stash underneath the floorboards in the back room of the house.,He had a hidden state.
386,Seoyeon,Korean,The father handed each child a roadmap at the beginning of the 2-day road trip and explained it was so they could find their way home.,Top Beginning of explained it was Yesterday could find a way home.
387,Seoyeon,Korean,It was always dangerous to drive with him since he insisted the safety cones were a slalom course.,
388,Seoyeon,Korean,Plans for this weekend include turning wine into water.,And they included turning wine into.
389,Seoyeon,Korean,He had accidentally hacked into his company's server.,He had accidentally hectare into his company's several.
390,Seoyeon,Korean,She found his complete dullness interesting.,She found his competitive interesting.
391,Seoyeon,Korean,Karen realized the only way she was getting into heaven was to cheat.,Kevin The Oil is a little new issue educating into Heaven.
392,Seoyeon,Korean,Siri became confused when we reused to follow her directions.,She became complexity when we used to direction.
393,Seoyeon,Korean,It was the first time he had ever seen someone cook dinner on an elephant.,It was the first time.
394,Seoyeon,Korean,Fluffy pink unicorns are a popular status symbol among macho men.,Popular State Position.
395,Seoyeon,Korean,Love is not like pizza.,W. Pizza.
396,Seoyeon,Korean,Her scream silenced the rowdy teenagers.,Scream silence to the rowdy teenagers.
397,Seoyeon,Korean,"The waves were crashing on the shore, it was a lovely sight.",
398,Seoyeon,Korean,Sometimes you have to just give up and win by cheating.,Sometimes you have to just to keep up on doing pay cheating.
399,Seoyeon,Korean,He loved eating his bananas in hot dog buns.,
400,Aditi,Hindi,Gwen had her best sleep ever on her new bed of nails.,Gwen had her best sleep ever on her new bed of nails.
401,Aditi,Hindi,When confronted with a rotary dial phone the teenager was perplexed.,"When confronted with a rotary dial phone, the teenager was perplexed."
402,Aditi,Hindi,There was no telling what thoughts would come from the machine.,There was no telling what thoughts would come from the machine.
403,Aditi,Hindi,Baby wipes are made of chocolate stardust.,Baby wipes are made of chocolate stardust.
404,Aditi,Hindi,It caught him off guard that space smelled of seared steak.,It caught him off guard that space smelled of seared steak.
405,Aditi,Hindi,"You're unsure whether or not to trust him, but very thankful that you wore a turtle neck.","You're unsure whether or not to trust him, but very thankful that he wore a turtleneck."
406,Aditi,Hindi,Cursive writing is the best way to build a race track.,CUrsive writing is the best way to build a race track.
407,Aditi,Hindi,Today is the day I'll finally know what brick tastes like.,Today is the day I'll finally know what brick tastes like.
408,Aditi,Hindi,"There was no ice cream in the freezer, nor did they have money to go to the store.","There was no ice cream in the freezer, nor did they have money to go to the store."
409,Aditi,Hindi,Nothing seemed out of place except the washing machine in the bar.,Nothing seemed out of place except the washing machine in the bar.
410,Aditi,Hindi,"He realized there had been several deaths on this road, but his concern rose when he saw the exact number.","He realized there had been several deaths on this road, but his concern rose when he saw the exact number."
411,Aditi,Hindi,Jeanne wished she has chosen the red button.,Jean wished she has chosen the red button.
412,Aditi,Hindi,"David subscribes to the ""stuff your tent into the bag"" strategy over nicely folding it.",David subscribes to the stuff your tent into the bag strategy over nicely folding it.
413,Aditi,Hindi,All you need to do is pick up the pen and begin.,All you need to do is pick up the pen and begin.
414,Aditi,Hindi,The underground bunker was filled with chips and candy.,The underground bunker was filled with chips and candy.
415,Aditi,Hindi,"It dawned on her that others could make her happier, but only she could make herself happy.","It dawned on her that adults could make her happier, but only she could make herself happy."
416,Aditi,Hindi,The green tea and avocado smoothie turned out exactly as would be expected.,The green tea and avocado smoothie turned out exactly as would be expected.
417,Aditi,Hindi,The thunderous roar of the jet overhead confirmed her worst fears.,The Thunder A stroller of the Jet Over had confirmed her worst fears.
418,Aditi,Hindi,It was the scarcity that fueled his creativity.,It was the scarcity that fueled his creativity.
419,Aditi,Hindi,"The sky is clear, the stars are twinkling.","The sky is clear, the stars are twinkling."
420,Aditi,Hindi,You have no right to call yourself creative until you look at a trowel and think that it would make a great lockpick.,You have no right to call yourself creative until you look at a travel and think that it would make a great lock pick.
421,Aditi,Hindi,I covered my friend in baby oil.,I covered my friend in Baby Oil.
422,Aditi,Hindi,It's much more difficult to play tennis with a bowling ball than it is to bowl with a tennis ball.,It's much more difficult to play tennis with a bowling ball than it is to bowl with a tennis ball.
423,Aditi,Hindi,He didn't understand why the bird wanted to ride the bicycle.,He didn't understand why the bird wanted to ride the bicycle.
424,Aditi,Hindi,He had unknowingly taken up sleepwalking as a nighttime hobby.,He had unknowingly taken up sleepwalking as a nighttime hobby.
425,Aditi,Hindi,The fact that there's a stairway to heaven and a highway to hell explains life well.,The fact that as a stairway to heaven and highway to hell explains life well.
426,Aditi,Hindi,She couldn't understand why nobody else could see that the sky is full of cotton candy.,She couldn't understand why nobody else could see that the sky is full of cotton candy.
427,Aditi,Hindi,The fence was confused about whether it was supposed to keep things in or keep things out.,The fence was confused about whether it was supposed to keep things in or keep things out.
428,Aditi,Hindi,"For oil spots on the floor, nothing beats parking a motorbike in the lounge.","For oil spots on the floor, nothing beats parking a motorbike in the lounge."
429,Aditi,Hindi,Nancy was proud that she ran a tight shipwreck.,Nancy was proud that she ran a tight ship wreck.
430,Aditi,Hindi,We have young kids who often walk into our room at night for various reasons including clowns in the closet.,"We have young kids who often walk into our room at night for various reasons, including clowns in the closet."
431,Aditi,Hindi,The lyrics of the song sounded like fingernails on a chalkboard.,The lyrics of the song sounded like fingernails on a chalkboard.
432,Aditi,Hindi,Too many prisons have become early coffins.,Too many prisons have become early coffins.
433,Aditi,Hindi,Everyone pretends to like wheat until you mention barley.,Everyone pretends to like wheat until you mentioned barley.
434,Aditi,Hindi,The truth is that you pay for your lifestyle in hours.,The truth is that you pay for your lifestyle in hours.
435,Aditi,Hindi,The snow-covered path was no help in finding his way out of the back-country.,The snow covered pat was no help in finding his way out of the back country.
436,Aditi,Hindi,Nudist colonies shun fig-leaf couture.,Nudist colonies Shan fig leaf couture.
437,Aditi,Hindi,Beach-combing replaced wine tasting as his new obsession.,Beachcombing replaced wine tasting as his new obsession.
438,Aditi,Hindi,I'd always thought lightning was something only I could see.,I'd always thought lightning was something only I could see.
439,Aditi,Hindi,He dreamed of eating green apples with worms.,He dreamed of eating green apples with worms.
440,Aditi,Hindi,"She was sad to hear that fireflies are facing extinction due to artificial light, habitat loss, and pesticides.","She was sad to hear that fireflies are facing extinction due to artificial light, habitat loss and pesticides."
441,Aditi,Hindi,He was so preoccupied with whether or not he could that he failed to stop to consider if he should.,He was so preoccupied with whether or not he could that he failed to stop to consider efficient.
442,Aditi,Hindi,It was a really good Monday for being a Saturday.,It was a really good monday for being a saturday.
443,Aditi,Hindi,I ate a sock because people on the Internet told me to.,I ate a sock because people on the Internet told me to.
444,Aditi,Hindi,I would be delighted if the sea were full of cucumber juice.,I would be delighted if the sea were full of cucumber juice.
445,Aditi,Hindi,He felt that dining on the bridge brought romance to his relationship with his cat.,He felt that dining on the bridge brought romance to his relationship with his cat.
446,Aditi,Hindi,There are few things better in life than a slice of pie.,There are few things better in life than a slice of pie.
447,Aditi,Hindi,A purple pig and a green donkey flew a kite in the middle of the night and ended up sunburnt.,A purple pig and a green donkey flew a kite in the middle of the night and ended up sunburned.
448,Aditi,Hindi,"She saw the brake lights, but not in time.","She saw the brake lights, but not in time."
449,Aditi,Hindi,Please wait outside of the house.,Please wait outside of the house.
450,Aditi,Hindi,Truth in advertising and dinosaurs with skateboards have much in common.,Truth in advertising and dinosaurs with skateboards have much in common.
451,Aditi,Hindi,"There were white out conditions in the town, subsequently, the roads were impassable.","There were white out conditions in the town, subsequently the roads were impassable."
452,Aditi,Hindi,I thought red would have felt warmer in summer but I didn't think about the equator.,"I thought red would have felt warmer in summer, but I didn't think about the equator."
453,Aditi,Hindi,The toy brought back fond memories of being lost in the rain forest.,The toy brought back fond memories of being lost in the rain forest.
454,Aditi,Hindi,Nobody has encountered an explosive daisy and lived to tell the tale.,Nobody has encountered an explosive daisy and lived to tell the tale.
455,Aditi,Hindi,"After exploring the abandoned building, he started to believe in ghosts.","After exploring the abandoned building, he started to believe in ghosts."
456,Aditi,Hindi,The truth is that you pay for your lifestyle in hours.,The truth is that you pay for your lifestyle in hours.
457,Aditi,Hindi,The father died during childbirth.,The father died during childbirth.
458,Aditi,Hindi,Imagine his surprise when he discovered that the safe was full of pudding.,Imagine his surprise when he discovered that the safe was full of pudding.
459,Aditi,Hindi,A song can make or ruin a person’s day if they let it get to them.,Assange can make our ruin a personas day if they let it get to them.
460,Aditi,Hindi,She had a difficult time owning up to her own crazy self.,She had a difficult time owning up to her own crazy self.
461,Aditi,Hindi,He dreamed of leaving his law firm to open a portable dog wash.,He dreamed of leaving his law firm to open a portable dog wash.
462,Aditi,Hindi,I'd always thought lightning was something only I could see.,I'd always thought lightning was something only I could see.
463,Aditi,Hindi,Everyone was curious about the large white blimp that appeared overnight.,Everyone was curious about the large white blimp that appeared overnight.
464,Aditi,Hindi,The clouds formed beautiful animals in the sky that eventually created a tornado to wreak havoc.,The clouds formed beautiful animals in the sky that eventually created a tornado to wreak havoc.
465,Aditi,Hindi,Pink horses galloped across the sea.,Pink causes galloped across the sea.
466,Aditi,Hindi,"In hopes of finding out the truth, he entered the one-room library.","In hopes of finding out the truth, he entered the one room library."
467,Aditi,Hindi,She tilted her head back and let whip cream stream into her mouth while taking a bath.,She tilted her head back and let whipped cream stream into her mouth while taking a bath.
468,Aditi,Hindi,They looked up at the sky and saw a million stars.,They looked up at the sky and saw a million stars.
469,Aditi,Hindi,The group quickly understood that toxic waste was the most effective barrier to use against the zombies.,The group quickly understood that toxic waste was the most effective barrier to use against the zombies.
470,Aditi,Hindi,The gloves protect my feet from excess work.,The gloves protect my feet from excess work.
471,Aditi,Hindi,"Green should have smelled more tranquil, but somehow it just tasted rotten.","Green should have smelled more tranquil, but somehow it just tasted rotten."
472,Aditi,Hindi,The secret ingredient to his wonderful life was crime.,The secret ingredient to his wonderful life was crime.
473,Aditi,Hindi,He decided to live his life by the big beats manifesto.,He decided to live his life by the big beach manifesto.
474,Aditi,Hindi,"In the end, he realized he could see sound and hear words.","In the end, he realized he could see sound and hear words."
475,Aditi,Hindi,The pet shop stocks everything you need to keep your anaconda happy.,The pet shop stocks everything you need to keep your anaconda happy.
476,Aditi,Hindi,"He used to get confused between soldiers and shoulders, but as a military man, he now soldiers responsibility.","He used to get confused between soldiers and shoulders, but as a military man, he now soldiers responsibility."
477,Aditi,Hindi,She advised him to come back at once.,She advised him to come back at once.
478,Aditi,Hindi,The beauty of the African sunset disguised the danger lurking nearby.,The beauty of the African sunset disguised the danger lurking nearby.
479,Aditi,Hindi,"The rusty nail stood erect, angled at a 45-degree angle, just waiting for the perfect barefoot to come along.","The rusty nail stood erect, angled at a 45° angle, just waiting for the perfect barefoot to come along."
480,Aditi,Hindi,We should play with legos at camp.,We should play with legos at camp.
481,Aditi,Hindi,I am my aunt's sister's daughter.,I'm my Aunt's sister's daughter.
482,Aditi,Hindi,"It was obvious she was hot, sweaty, and tired.","It was obvious she was hot, sweaty and tired."
483,Aditi,Hindi,Charles ate the french fries knowing they would be his last meal.,Charles ate the french fries knowing they would be his last meal.
484,Aditi,Hindi,Watching the geriatric men’s softball team brought back memories of 3 yr olds playing t-ball.,Watching the geriatric Meno softball team brought back memories of three years olds playing t ball.
485,Aditi,Hindi,He had a hidden stash underneath the floorboards in the back room of the house.,He had a hidden stash underneath the floorboards in the back room of the house.
486,Aditi,Hindi,The father handed each child a roadmap at the beginning of the 2-day road trip and explained it was so they could find their way home.,The father handed each child a road map at the beginning of the two day road trip and explained it was so they could find their way home.
487,Aditi,Hindi,It was always dangerous to drive with him since he insisted the safety cones were a slalom course.,"It was always danger as to drive with him, since he insisted the safety cones were a slalom cars."
488,Aditi,Hindi,Plans for this weekend include turning wine into water.,Plans for this weekend include turning wine into water.
489,Aditi,Hindi,He had accidentally hacked into his company's server.,He had accidentally hacked into his company's server.
490,Aditi,Hindi,She found his complete dullness interesting.,She found his complete dullness interesting.
491,Aditi,Hindi,Karen realized the only way she was getting into heaven was to cheat.,Karen realized the only way she was getting into Heaven was to cheat.
492,Aditi,Hindi,Siri became confused when we reused to follow her directions.,Siri became confused when we re used to follow her directions.
493,Aditi,Hindi,It was the first time he had ever seen someone cook dinner on an elephant.,It was the first time he had ever seen someone cook dinner around an elephant.
494,Aditi,Hindi,Fluffy pink unicorns are a popular status symbol among macho men.,Fluffy pink unicorns are a popular status symbol among macho men.
495,Aditi,Hindi,Love is not like pizza.,Love is not like Pizza.
496,Aditi,Hindi,Her scream silenced the rowdy teenagers.,Her screams silenced the rowdy teenagers.
497,Aditi,Hindi,"The waves were crashing on the shore, it was a lovely sight.","The waves were crashing on the shore, It was a lovely sight."
498,Aditi,Hindi,Sometimes you have to just give up and win by cheating.,Sometimes you have to just give up and win by cheating.
499,Aditi,Hindi,He loved eating his bananas in hot dog buns.,He loved eating his bananas in heart d'Argo Bans.
500,Lucia,Castilian Spanish,Gwen had her best sleep ever on her new bed of nails.,Nails.
501,Lucia,Castilian Spanish,When confronted with a rotary dial phone the teenager was perplexed.,"When confronted with a rotary dial phone, the teenager was perplexed."
502,Lucia,Castilian Spanish,There was no telling what thoughts would come from the machine.,There was no telling what thoughts would come from the machine.
503,Lucia,Castilian Spanish,Baby wipes are made of chocolate stardust.,Baby wipes are made of chocolate stardust.
504,Lucia,Castilian Spanish,It caught him off guard that space smelled of seared steak.,It caught him off guard that space mail of seared steak.
505,Lucia,Castilian Spanish,"You're unsure whether or not to trust him, but very thankful that you wore a turtle neck.","You're unsure whether or not to trust him, but very thankful that you wear a turtleneck."
506,Lucia,Castilian Spanish,Cursive writing is the best way to build a race track.,"Of course, if writing is the best way to build a racetrack."
507,Lucia,Castilian Spanish,Today is the day I'll finally know what brick tastes like.,Today is the day I'll finally know what brick tastes like.
508,Lucia,Castilian Spanish,"There was no ice cream in the freezer, nor did they have money to go to the store.","There was no ice cream in the freezer, nor did they have money to go to the store."
509,Lucia,Castilian Spanish,Nothing seemed out of place except the washing machine in the bar.,Nothing seemed out of place except the washing machine in the bar.
510,Lucia,Castilian Spanish,"He realized there had been several deaths on this road, but his concern rose when he saw the exact number.","He realized there have been several deaths on this road, but his concern rose when he saw the exact number."
511,Lucia,Castilian Spanish,Jeanne wished she has chosen the red button.,Jean wished she has chosen the red button.
512,Lucia,Castilian Spanish,"David subscribes to the ""stuff your tent into the bag"" strategy over nicely folding it.",David subscribes to the staff your tent into the back strategy over nicely folding it.
513,Lucia,Castilian Spanish,All you need to do is pick up the pen and begin.,All you need to do is speak up the pen and begin.
514,Lucia,Castilian Spanish,The underground bunker was filled with chips and candy.,The underground banker was filled with chips and candy.
515,Lucia,Castilian Spanish,"It dawned on her that others could make her happier, but only she could make herself happy.","Could make her happier, but only she could make herself happy."
516,Lucia,Castilian Spanish,The green tea and avocado smoothie turned out exactly as would be expected.,The green tea and avocados moody turned out exactly as would be expected.
517,Lucia,Castilian Spanish,The thunderous roar of the jet overhead confirmed her worst fears.,The thunderous roar of the yet overhead confirmed her worst fears.
518,Lucia,Castilian Spanish,It was the scarcity that fueled his creativity.,It was the scarcity that fueled his creativity.
519,Lucia,Castilian Spanish,"The sky is clear, the stars are twinkling.",The sky is clear the stars are doing killing.
520,Lucia,Castilian Spanish,You have no right to call yourself creative until you look at a trowel and think that it would make a great lockpick.,You have no right to call yourself creative until you look at a travel and think that it would make a great lock pick.
521,Lucia,Castilian Spanish,I covered my friend in baby oil.,I covered my friend in Baby Oil.
522,Lucia,Castilian Spanish,It's much more difficult to play tennis with a bowling ball than it is to bowl with a tennis ball.,It's much more difficult to play tennis with a bowling ball than it is to bowl with a tennis ball.
523,Lucia,Castilian Spanish,He didn't understand why the bird wanted to ride the bicycle.,He didn't understand why the bird wanted to ride the bicycle.
